Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	negative regulation of cold-induced thermogenesis (GO:0120163)	1/47	3.013166e-02	4.183945e-02	0	0	3.612500e+01	1.265162e+02	ADIPOQ
GO_Biological_Process_2021	regulation of cellular metabolic process (GO:0031323)	1/47	3.013166e-02	4.183945e-02	0	0	3.612500e+01	1.265162e+02	FASN
GO_Biological_Process_2021	regulation of DNA binding (GO:0051101)	1/47	3.013166e-02	4.183945e-02	0	0	3.612500e+01	1.265162e+02	PPARG
GO_Biological_Process_2021	regulation of nucleic acid-templated transcription (GO:1903506)	2/430	3.075702e-02	4.233433e-02	0	0	8.308836e+00	2.892835e+01	CEBPA;INSR
GO_Biological_Process_2021	negative regulation of MAP kinase activity (GO:0043407)	1/48	3.076356e-02	4.233433e-02	0	0	3.535461e+01	1.230844e+02	ADIPOQ
GO_Biological_Process_2021	negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556)	1/48	3.076356e-02	4.233433e-02	0	0	3.535461e+01	1.230844e+02	ADIPOQ
GO_Biological_Process_2021	regulation of smooth muscle cell proliferation (GO:0048660)	1/49	3.139508e-02	4.307479e-02	0	0	3.461632e+01	1.198107e+02	PPARG
GO_Biological_Process_2021	negative regulation of ERK1 and ERK2 cascade (GO:0070373)	1/50	3.202621e-02	4.381034e-02	0	0	3.390816e+01	1.166848e+02	ADIPOQ
GO_Biological_Process_2021	positive regulation of fat cell differentiation (GO:0045600)	1/51	3.265697e-02	4.440963e-02	0	0	3.322833e+01	1.136973e+02	PPARG
GO_Biological_Process_2021	negative regulation of transport (GO:0051051)	1/51	3.265697e-02	4.440963e-02	0	0	3.322833e+01	1.136973e+02	ADIPOQ
GO_Biological_Process_2021	negative regulation of BMP signaling pathway (GO:0030514)	1/52	3.328735e-02	4.473897e-02	0	0	3.257516e+01	1.108395e+02	PPARG
GO_Biological_Process_2021	negative regulation of cellular biosynthetic process (GO:0031327)	1/52	3.328735e-02	4.473897e-02	0	0	3.257516e+01	1.108395e+02	ADIPOQ
GO_Biological_Process_2021	fatty acid beta-oxidation (GO:0006635)	1/52	3.328735e-02	4.473897e-02	0	0	3.257516e+01	1.108395e+02	ADIPOQ
GO_Biological_Process_2021	myeloid cell differentiation (GO:0030099)	1/52	3.328735e-02	4.473897e-02	0	0	3.257516e+01	1.108395e+02	CEBPA
GO_Biological_Process_2021	positive regulation of B cell activation (GO:0050871)	1/53	3.391735e-02	4.519046e-02	0	0	3.194712e+01	1.081036e+02	IRS2
GO_Biological_Process_2021	positive regulation of chemokine production (GO:0032722)	1/53	3.391735e-02	4.519046e-02	0	0	3.194712e+01	1.081036e+02	ADIPOQ
GO_Biological_Process_2021	heart morphogenesis (GO:0003007)	1/53	3.391735e-02	4.519046e-02	0	0	3.194712e+01	1.081036e+02	INSR
GO_Biological_Process_2021	regulation of blood vessel endothelial cell migration (GO:0043535)	1/55	3.517621e-02	4.659837e-02	0	0	3.076080e+01	1.029683e+02	PPARG
GO_Biological_Process_2021	triglyceride metabolic process (GO:0006641)	1/55	3.517621e-02	4.659837e-02	0	0	3.076080e+01	1.029683e+02	DGAT1
GO_Biological_Process_2021	negative regulation of metabolic process (GO:0009892)	1/56	3.580507e-02	4.716040e-02	0	0	3.020000e+01	1.005559e+02	ADIPOQ
GO_Biological_Process_2021	peptidyl-tyrosine modification (GO:0018212)	1/56	3.580507e-02	4.716040e-02	0	0	3.020000e+01	1.005559e+02	INSR
GO_Biological_Process_2021	regulation of cellular macromolecule biosynthetic process (GO:2000112)	2/468	3.593821e-02	4.720090e-02	0	0	7.616465e+00	2.533201e+01	CEBPA;INSR
GO_Biological_Process_2021	regulation of mitotic nuclear division (GO:0007088)	1/57	3.643356e-02	4.771554e-02	0	0	2.965923e+01	9.823922e+01	INSR
GO_Biological_Process_2021	regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803)	1/58	3.706166e-02	4.826392e-02	0	0	2.913743e+01	9.601284e+01	ADIPOQ
GO_Biological_Process_2021	regulation of phagocytosis (GO:0050764)	1/58	3.706166e-02	4.826392e-02	0	0	2.913743e+01	9.601284e+01	ADIPOQ
GO_Biological_Process_2021	negative regulation of autophagy (GO:0010507)	1/59	3.768939e-02	4.880565e-02	0	0	2.863362e+01	9.387179e+01	LEP
GO_Biological_Process_2021	fatty acid oxidation (GO:0019395)	1/59	3.768939e-02	4.880565e-02	0	0	2.863362e+01	9.387179e+01	ADIPOQ
GO_Biological_Process_2021	negative regulation of kinase activity (GO:0033673)	1/62	3.957031e-02	5.109780e-02	0	0	2.722131e+01	8.791602e+01	IRS2
GO_Biological_Process_2021	protein phosphorylation (GO:0006468)	2/496	3.996162e-02	5.145896e-02	0	0	7.174457e+00	2.310057e+01	LIPE;INSR
GO_Biological_Process_2021	positive regulation of Ras protein signal transduction (GO:0046579)	1/63	4.019653e-02	5.161727e-02	0	0	2.678091e+01	8.607318e+01	IRS2
GO_Biological_Process_2021	positive regulation of T cell proliferation (GO:0042102)	1/66	4.207293e-02	5.387672e-02	0	0	2.554103e+01	8.092293e+01	LEP
GO_Biological_Process_2021	regulation of gene silencing by miRNA (GO:0060964)	1/67	4.269764e-02	5.452524e-02	0	0	2.515278e+01	7.932209e+01	PPARG
GO_Biological_Process_2021	negative regulation of cellular catabolic process (GO:0031330)	1/69	4.394594e-02	5.596430e-02	0	0	2.441054e+01	7.627793e+01	LEP
GO_Biological_Process_2021	fatty acid catabolic process (GO:0009062)	1/70	4.456952e-02	5.660207e-02	0	0	2.405556e+01	7.482974e+01	ADIPOQ
GO_Biological_Process_2021	regulation of TOR signaling (GO:0032006)	1/71	4.519273e-02	5.692309e-02	0	0	2.371071e+01	7.342779e+01	LEP
GO_Biological_Process_2021	gland development (GO:0048732)	1/71	4.519273e-02	5.692309e-02	0	0	2.371071e+01	7.342779e+01	CEBPA
GO_Biological_Process_2021	regulation of glycolytic process (GO:0006110)	1/71	4.519273e-02	5.692309e-02	0	0	2.371071e+01	7.342779e+01	INSR
GO_Biological_Process_2021	positive regulation of protein secretion (GO:0050714)	1/72	4.581557e-02	5.755034e-02	0	0	2.337559e+01	7.207001e+01	IRS2
GO_Biological_Process_2021	negative regulation of protein binding (GO:0032091)	1/74	4.706011e-02	5.895302e-02	0	0	2.273288e+01	6.947916e+01	ADIPOQ
GO_Biological_Process_2021	positive regulation of T cell activation (GO:0050870)	1/75	4.768182e-02	5.956997e-02	0	0	2.242455e+01	6.824250e+01	LEP
GO_Biological_Process_2021	regulation of T cell proliferation (GO:0042129)	1/76	4.830315e-02	5.969907e-02	0	0	2.212444e+01	6.704278e+01	LEP
GO_Biological_Process_2021	regulation of BMP signaling pathway (GO:0030510)	1/76	4.830315e-02	5.969907e-02	0	0	2.212444e+01	6.704278e+01	PPARG
GO_Biological_Process_2021	positive regulation of interleukin-6 production (GO:0032755)	1/76	4.830315e-02	5.969907e-02	0	0	2.212444e+01	6.704278e+01	LEP
GO_Biological_Process_2021	cellular response to hormone stimulus (GO:0032870)	1/76	4.830315e-02	5.969907e-02	0	0	2.212444e+01	6.704278e+01	LEP
GO_Biological_Process_2021	regulation of transcription, DNA-templated (GO:0006355)	4/2244	4.929524e-02	6.076231e-02	0	0	3.521230e+00	1.059865e+01	CEBPA;INSR;ADIPOQ;PPARG
GO_Biological_Process_2021	negative regulation of blood vessel morphogenesis (GO:2000181)	1/78	4.954470e-02	6.090695e-02	0	0	2.154762e+01	6.474801e+01	PPARG
GO_Biological_Process_2021	positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)	1/79	5.016492e-02	6.134224e-02	0	0	2.127030e+01	6.365008e+01	CEBPA
GO_Biological_Process_2021	positive regulation of ubiquitin-dependent protein catabolic process (GO:2000060)	1/79	5.016492e-02	6.134224e-02	0	0	2.127030e+01	6.365008e+01	CEBPA
GO_Biological_Process_2021	negative regulation of cellular process (GO:0048523)	2/566	5.073813e-02	6.160993e-02	0	0	6.261444e+00	1.866585e+01	CEBPA;ADIPOQ
GO_Biological_Process_2021	negative regulation of cell cycle (GO:0045786)	1/80	5.078476e-02	6.160993e-02	0	0	2.100000e+01	6.258334e+01	CEBPA
GO_Biological_Process_2021	negative regulation of cellular response to growth factor stimulus (GO:0090288)	1/80	5.078476e-02	6.160993e-02	0	0	2.100000e+01	6.258334e+01	PPARG
GO_Biological_Process_2021	activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919)	1/81	5.140422e-02	6.219776e-02	0	0	2.073646e+01	6.154653e+01	PPARG
GO_Biological_Process_2021	regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	1/82	5.202332e-02	6.278206e-02	0	0	2.047942e+01	6.053847e+01	CEBPA
GO_Biological_Process_2021	regulation of osteoblast differentiation (GO:0045667)	1/83	5.264204e-02	6.336287e-02	0	0	2.022866e+01	5.955803e+01	PPARG
GO_Biological_Process_2021	lymphocyte differentiation (GO:0030098)	1/84	5.326038e-02	6.394020e-02	0	0	1.998394e+01	5.860414e+01	LEP
GO_Biological_Process_2021	regulation of Ras protein signal transduction (GO:0046578)	1/86	5.449596e-02	6.491638e-02	0	0	1.951176e+01	5.677199e+01	IRS2
GO_Biological_Process_2021	negative regulation of phosphorylation (GO:0042326)	1/86	5.449596e-02	6.491638e-02	0	0	1.951176e+01	5.677199e+01	IRS2
GO_Biological_Process_2021	positive regulation of proteasomal protein catabolic process (GO:1901800)	1/86	5.449596e-02	6.491638e-02	0	0	1.951176e+01	5.677199e+01	CEBPA
GO_Biological_Process_2021	negative regulation of angiogenesis (GO:0016525)	1/87	5.511319e-02	6.548242e-02	0	0	1.928391e+01	5.589185e+01	PPARG
GO_Biological_Process_2021	positive regulation of inflammatory response (GO:0050729)	1/89	5.634654e-02	6.677571e-02	0	0	1.884375e+01	5.419904e+01	CEBPA
GO_Biological_Process_2021	positive regulation of binding (GO:0051099)	1/90	5.696265e-02	6.733277e-02	0	0	1.863109e+01	5.338476e+01	PPARG
GO_Biological_Process_2021	regulation of endothelial cell proliferation (GO:0001936)	1/92	5.819377e-02	6.843706e-02	0	0	1.821978e+01	5.181664e+01	LEP
GO_Biological_Process_2021	T cell activation (GO:0042110)	1/92	5.819377e-02	6.843706e-02	0	0	1.821978e+01	5.181664e+01	LEP
GO_Biological_Process_2021	regulation of epithelial cell proliferation (GO:0050678)	1/93	5.880877e-02	6.898433e-02	0	0	1.802083e+01	5.106139e+01	LEP
GO_Biological_Process_2021	hemopoiesis (GO:0030097)	1/94	5.942340e-02	6.935237e-02	0	0	1.782616e+01	5.032446e+01	CEBPA
GO_Biological_Process_2021	negative regulation of MAPK cascade (GO:0043409)	1/94	5.942340e-02	6.935237e-02	0	0	1.782616e+01	5.032446e+01	ADIPOQ
GO_Biological_Process_2021	regulation of MAP kinase activity (GO:0043405)	1/97	6.126507e-02	7.132121e-02	0	0	1.726649e+01	4.821747e+01	ADIPOQ
GO_Biological_Process_2021	positive regulation of defense response (GO:0031349)	1/98	6.187822e-02	7.185355e-02	0	0	1.708763e+01	4.754781e+01	CEBPA
GO_Biological_Process_2021	positive regulation of stress-activated MAPK cascade (GO:0032874)	1/99	6.249100e-02	7.238279e-02	0	0	1.691241e+01	4.689361e+01	LEP
GO_Biological_Process_2021	epithelial cell differentiation (GO:0030855)	1/101	6.371545e-02	7.343206e-02	0	0	1.657250e+01	4.562953e+01	PPARG
GO_Biological_Process_2021	positive regulation of cell cycle process (GO:0090068)	1/101	6.371545e-02	7.343206e-02	0	0	1.657250e+01	4.562953e+01	INSR
GO_Biological_Process_2021	regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)	1/102	6.432713e-02	7.395213e-02	0	0	1.640759e+01	4.501872e+01	CEBPA
GO_Biological_Process_2021	positive regulation of protein serine/threonine kinase activity (GO:0071902)	1/106	6.677013e-02	7.656973e-02	0	0	1.577937e+01	4.270684e+01	ADIPOQ
GO_Biological_Process_2021	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101)	1/108	6.798942e-02	7.777450e-02	0	0	1.548287e+01	4.162419e+01	PPARG
GO_Biological_Process_2021	modulation of chemical synaptic transmission (GO:0050804)	1/109	6.859852e-02	7.827702e-02	0	0	1.533873e+01	4.109990e+01	ADIPOQ
GO_Biological_Process_2021	response to tumor necrosis factor (GO:0034612)	1/110	6.920725e-02	7.858261e-02	0	0	1.519725e+01	4.058653e+01	ADIPOQ
GO_Biological_Process_2021	regulation of interleukin-6 production (GO:0032675)	1/110	6.920725e-02	7.858261e-02	0	0	1.519725e+01	4.058653e+01	LEP
GO_Biological_Process_2021	negative regulation of cell motility (GO:2000146)	1/114	7.163848e-02	8.054961e-02	0	0	1.465634e+01	3.863592e+01	ADIPOQ
GO_Biological_Process_2021	positive regulation of cellular component organization (GO:0051130)	1/114	7.163848e-02	8.054961e-02	0	0	1.465634e+01	3.863592e+01	INSR
GO_Biological_Process_2021	response to lipid (GO:0033993)	1/114	7.163848e-02	8.054961e-02	0	0	1.465634e+01	3.863592e+01	PPARG
GO_Biological_Process_2021	positive regulation of kinase activity (GO:0033674)	1/114	7.163848e-02	8.054961e-02	0	0	1.465634e+01	3.863592e+01	INSR
GO_Biological_Process_2021	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)	1/119	7.466929e-02	8.375314e-02	0	0	1.403178e+01	3.640807e+01	PPARG
GO_Biological_Process_2021	epithelium development (GO:0060429)	1/122	7.648339e-02	8.557971e-02	0	0	1.368182e+01	3.517160e+01	PPARG
GO_Biological_Process_2021	regulation of anatomical structure morphogenesis (GO:0022603)	1/123	7.708735e-02	8.604666e-02	0	0	1.356899e+01	3.477482e+01	LEP
GO_Biological_Process_2021	regulation of tumor necrosis factor production (GO:0032680)	1/124	7.769096e-02	8.651095e-02	0	0	1.345799e+01	3.438540e+01	ADIPOQ
GO_Biological_Process_2021	protein localization to plasma membrane (GO:0072659)	1/136	8.490584e-02	9.431709e-02	0	0	1.225432e+01	3.022176e+01	ADIPOQ
GO_Biological_Process_2021	positive regulation of response to external stimulus (GO:0032103)	1/139	8.670141e-02	9.604996e-02	0	0	1.198611e+01	2.930946e+01	CEBPA
GO_Biological_Process_2021	transcription initiation from RNA polymerase II promoter (GO:0006367)	1/140	8.729920e-02	9.604996e-02	0	0	1.189928e+01	2.901537e+01	PPARG
GO_Biological_Process_2021	protein localization to cell periphery (GO:1990778)	1/140	8.729920e-02	9.604996e-02	0	0	1.189928e+01	2.901537e+01	ADIPOQ
GO_Biological_Process_2021	enzyme linked receptor protein signaling pathway (GO:0007167)	1/140	8.729920e-02	9.604996e-02	0	0	1.189928e+01	2.901537e+01	INSR
GO_Biological_Process_2021	receptor-mediated endocytosis (GO:0006898)	1/143	8.909043e-02	9.778735e-02	0	0	1.164613e+01	2.816154e+01	INSR
GO_Biological_Process_2021	negative regulation of cell migration (GO:0030336)	1/144	8.968678e-02	9.820809e-02	0	0	1.156410e+01	2.788605e+01	ADIPOQ
GO_Biological_Process_2021	response to cytokine (GO:0034097)	1/150	9.325735e-02	1.016351e-01	0	0	1.109508e+01	2.632188e+01	ADIPOQ
GO_Biological_Process_2021	regulation of cytokine production (GO:0001817)	1/150	9.325735e-02	1.016351e-01	0	0	1.109508e+01	2.632188e+01	LEP
GO_Biological_Process_2021	negative regulation of protein phosphorylation (GO:0001933)	1/152	9.444466e-02	1.026863e-01	0	0	1.094702e+01	2.583213e+01	ADIPOQ
GO_Biological_Process_2021	positive regulation of protein kinase activity (GO:0045860)	1/154	9.563054e-02	1.037310e-01	0	0	1.080283e+01	2.535709e+01	INSR
GO_Biological_Process_2021	protein autophosphorylation (GO:0046777)	1/159	9.858896e-02	1.066890e-01	0	0	1.045833e+01	2.422982e+01	INSR
GO_Biological_Process_2021	heart development (GO:0007507)	1/164	1.015384e-01	1.096235e-01	0	0	1.013497e+01	2.318190e+01	INSR
GO_Biological_Process_2021	DNA-templated transcription, initiation (GO:0006352)	1/168	1.038916e-01	1.119020e-01	0	0	9.890220e+00	2.239548e+01	PPARG
GO_Biological_Process_2021	positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)	1/171	1.056528e-01	1.135336e-01	0	0	9.714216e+00	2.183365e+01	ADIPOQ
GO_Biological_Process_2021	positive regulation of transcription by RNA polymerase II (GO:0045944)	2/908	1.153869e-01	1.237054e-01	0	0	3.829219e+00	8.269064e+00	CEBPA;PPARG
GO_Biological_Process_2021	protein localization to membrane (GO:0072657)	1/195	1.196273e-01	1.279541e-01	0	0	8.502148e+00	1.805324e+01	ADIPOQ
GO_Biological_Process_2021	regulation of signal transduction (GO:0009966)	1/198	1.213599e-01	1.292077e-01	0	0	8.371404e+00	1.765525e+01	ADIPOQ
GO_Biological_Process_2021	negative regulation of intracellular signal transduction (GO:1902532)	1/198	1.213599e-01	1.292077e-01	0	0	8.371404e+00	1.765525e+01	ADIPOQ
GO_Biological_Process_2021	axon guidance (GO:0007411)	1/203	1.242405e-01	1.319698e-01	0	0	8.162129e+00	1.702241e+01	IRS2
GO_Biological_Process_2021	negative regulation of multicellular organismal process (GO:0051241)	1/214	1.305473e-01	1.383501e-01	0	0	7.736307e+00	1.575127e+01	ADIPOQ
GO_Biological_Process_2021	cellular response to lipid (GO:0071396)	1/219	1.334001e-01	1.410492e-01	0	0	7.556957e+00	1.522275e+01	IRS1
GO_Biological_Process_2021	positive regulation of cell motility (GO:2000147)	1/221	1.345388e-01	1.419277e-01	0	0	7.487500e+00	1.501920e+01	INSR
GO_Biological_Process_2021	regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	1/224	1.362443e-01	1.433987e-01	0	0	7.385650e+00	1.472186e+01	ADIPOQ
GO_Biological_Process_2021	regulation of autophagy (GO:0010506)	1/231	1.402116e-01	1.472382e-01	0	0	7.158333e+00	1.406328e+01	LEP
GO_Biological_Process_2021	cellular protein modification process (GO:0006464)	2/1025	1.409547e-01	1.476821e-01	0	0	3.370479e+00	6.603836e+00	LIPE;INSR
GO_Biological_Process_2021	regulation of ERK1 and ERK2 cascade (GO:0070372)	1/238	1.441622e-01	1.507002e-01	0	0	6.944444e+00	1.345011e+01	ADIPOQ
GO_Biological_Process_2021	axonogenesis (GO:0007409)	1/240	1.452878e-01	1.515332e-01	0	0	6.885635e+00	1.328265e+01	IRS2
GO_Biological_Process_2021	positive regulation of DNA-binding transcription factor activity (GO:0051091)	1/246	1.486566e-01	1.546968e-01	0	0	6.714966e+00	1.279951e+01	PPARG
GO_Biological_Process_2021	regulation of gene expression (GO:0010468)	2/1079	1.531839e-01	1.590491e-01	0	0	3.192369e+00	5.989255e+00	CEBPA;INSR
GO_Biological_Process_2021	positive regulation of cell differentiation (GO:0045597)	1/258	1.553573e-01	1.609432e-01	0	0	6.397536e+00	1.191239e+01	PPARG
GO_Biological_Process_2021	positive regulation of cell migration (GO:0030335)	1/269	1.614569e-01	1.668870e-01	0	0	6.131530e+00	1.118095e+01	INSR
GO_Biological_Process_2021	regulation of cell cycle (GO:0051726)	1/296	1.762565e-01	1.817768e-01	0	0	5.562712e+00	9.655838e+00	LEP
GO_Biological_Process_2021	positive regulation of transcription, DNA-templated (GO:0045893)	2/1183	1.773628e-01	1.825095e-01	0	0	2.895235e+00	5.007477e+00	CEBPA;PPARG
GO_Biological_Process_2021	innate immune response (GO:0045087)	1/302	1.795124e-01	1.843101e-01	0	0	5.450166e+00	9.360720e+00	PPARG
GO_Biological_Process_2021	positive regulation of apoptotic process (GO:0043065)	1/310	1.838351e-01	1.883289e-01	0	0	5.306904e+00	8.988388e+00	ADIPOQ
GO_Biological_Process_2021	transcription by RNA polymerase II (GO:0006366)	1/320	1.892089e-01	1.934043e-01	0	0	5.137931e+00	8.554159e+00	PPARG
GO_Biological_Process_2021	cellular response to oxygen-containing compound (GO:1901701)	1/323	1.908147e-01	1.946141e-01	0	0	5.089286e+00	8.430160e+00	IRS1
GO_Biological_Process_2021	protein transport (GO:0015031)	1/369	2.150718e-01	2.188700e-01	0	0	4.442708e+00	6.827481e+00	PPARG
GO_Biological_Process_2021	positive regulation of macromolecule metabolic process (GO:0010604)	1/384	2.228354e-01	2.262712e-01	0	0	4.265448e+00	6.403811e+00	INSR
GO_Biological_Process_2021	neutrophil degranulation (GO:0043312)	1/481	2.713534e-01	2.748194e-01	0	0	3.386632e+00	4.417296e+00	DGAT1
GO_Biological_Process_2021	cellular response to cytokine stimulus (GO:0071345)	1/482	2.718387e-01	2.748194e-01	0	0	3.379418e+00	4.401848e+00	CEBPA
GO_Biological_Process_2021	neutrophil activation involved in immune response (GO:0002283)	1/485	2.732928e-01	2.756849e-01	0	0	3.357955e+00	4.355977e+00	DGAT1
GO_Biological_Process_2021	neutrophil mediated immunity (GO:0002446)	1/488	2.747442e-01	2.765439e-01	0	0	3.336756e+00	4.310804e+00	DGAT1
GO_Biological_Process_2021	positive regulation of nucleic acid-templated transcription (GO:1903508)	1/511	2.857831e-01	2.870283e-01	0	0	3.182516e+00	3.986173e+00	PPARG
GO_Biological_Process_2021	negative regulation of transcription by RNA polymerase II (GO:0000122)	1/684	3.639753e-01	3.647665e-01	0	0	2.355295e+00	2.380425e+00	PPARG
GO_Biological_Process_2021	regulation of transcription by RNA polymerase II (GO:0006357)	2/2206	4.284479e-01	4.284479e-01	0	0	1.467002e+00	1.243411e+00	CEBPA;PPARG
